phenotypeId,webApiCohortId,cohortName,oldCohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID,oldPhenotypeId,referentConceptName
4043371000,17480,Esophagitis referent prevalent cohort,[PL 30753002] Esophagitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (30753) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",30753002,30753,referent,,30753000,Esophagitis
4094294000,17471,Dysphagia referent incident cohort,[PL 31317001] Dysphagia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (31317) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",31317001,31317,referent,,31317000,Dysphagia
4094294000,17470,Dysphagia referent prevalent cohort,[PL 31317002] Dysphagia referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (31317) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",31317002,31317,referent,,31317000,Dysphagia
4094294000,17871,Dysphagia or difficulty swallowing design diagnostics 1 cohort,[PL 31317003] Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,Dysphagia or difficulty swallowing at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,31317003,31317,design diagnostics,,31317000,Dysphagia
4094294000,17593,Nausea referent incident cohort,[PL 31967001] Nausea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (31967) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",31967001,31967,referent,,31967000,Nausea
4094294000,17592,Nausea referent prevalent cohort,[PL 31967002] Nausea referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (31967) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",31967002,31967,referent,,31967000,Nausea
4094294000,18996,Nausea Events All Events of referent concept Nausea + descendants with 30 day gap with >=365d prior observation,[PL 31967003] Nausea Events All Events of referent concept 'Nausea + descendants' with 30 day gap with >=365d prior observation,Nausea,31967003,31967,,,31967000,Nausea
4094294000,17451,Constipation referent incident cohort,[PL 75860001] Constipation referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (75860) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",75860001,75860,referent,,75860000,Constipation
4094294000,17450,Constipation referent prevalent cohort,[PL 75860002] Constipation referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (75860) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",75860002,75860,referent,,75860000,Constipation
4094294000,18997,Constipation Events: all occurrence of referent concept + descendants with 30 days gap,[PL 75860003] Constipation Events: all occurrence of referent concept + descendants with 30 days gap,Constipation,75860003,75860,,,75860000,Constipation
4027537000,18671,Myasthenia gravis referent incident cohort,[PL 76685001] Myasthenia gravis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (76685) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",76685001,76685,referent,,76685000,Myasthenia gravis
4027537000,18670,Myasthenia gravis referent prevalent cohort,[PL 76685002] Myasthenia gravis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (76685) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",76685002,76685,referent,,76685000,Myasthenia gravis
4094294000,17537,Joint pain referent incident cohort,[PL 77074001] Joint pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (77074) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",77074001,77074,referent,,77074000,Joint pain
4094294000,17536,Joint pain referent prevalent cohort,[PL 77074002] Joint pain referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (77074) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",77074002,77074,referent,,77074000,Joint pain
73553000,17611,Osteoarthritis referent incident cohort,[PL 80180001] Osteoarthritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (80180) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",80180001,80180,referent,,80180000,Osteoarthritis
73553000,17610,Osteoarthritis referent prevalent cohort,[PL 80180002] Osteoarthritis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (80180) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",80180002,80180,referent,,80180000,Osteoarthritis
80182000,17465,Dermatomyositis referent incident cohort,[PL 80182001] Dermatomyositis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (80182) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",80182001,80182,referent,,80182000,Dermatomyositis
80182000,17464,Dermatomyositis referent prevalent cohort,[PL 80182002] Dermatomyositis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (80182) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",80182002,80182,referent,,80182000,Dermatomyositis
80204000,18647,Fetal growth restriction referent incident cohort,[PL 80204001] Fetal growth restriction referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (80204) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",80204001,80204,referent,,80204000,Fetal growth restriction
80204000,18646,Fetal growth restriction referent prevalent cohort,[PL 80204002] Fetal growth restriction referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (80204) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",80204002,80204,referent,,80204000,Fetal growth restriction
80204000,18771,Fetal growth restriction events,[PL 80204003] Fetal growth restriction events,"Fetal Growth Restriction reported in female, all events",80204003,80204,,,80204000,Fetal growth restriction
80502000,17613,Osteoporosis referent incident cohort,[PL 80502001] Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (80502) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",80502001,80502,referent,,80502000,Osteoporosis
80502000,17612,Osteoporosis referent prevalent cohort,[PL 80502002] Osteoporosis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (80502) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",80502002,80502,referent,,80502000,Osteoporosis
73553000,17665,Rheumatoid arthritis referent incident cohort,[PL 80809001] Rheumatoid arthritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (80809) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",80809001,80809,referent,,80809000,Rheumatoid arthritis
73553000,17664,Rheumatoid arthritis referent prevalent cohort,[PL 80809002] Rheumatoid arthritis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (80809) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",80809002,80809,referent,,80809000,Rheumatoid arthritis
73553000,2538,Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),[PL 80809003] Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),Rheumatoid Arthritis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,80809003,80809,,,80809000,Rheumatoid arthritis
73553000,18790,Rheumatoid Arthritis Hanly 1,[PL 80809004] Rheumatoid Arthritis Hanly 1,Rheumatoid Arthritis Hanly (2015) 1+ codes,80809004,80809,literature,27790047,80809000,Rheumatoid arthritis
73553000,18791,Rheumatoid Arthritis Hanly 2,[PL 80809005] Rheumatoid Arthritis Hanly 2,Rheumatoid Arthritis Hanly (2015) 2+ codes least 2 months apart,80809005,80809,literature,27790047,80809000,Rheumatoid arthritis
73553000,18792,Rheumatoid Arthritis Hanly 3,[PL 80809006] Rheumatoid Arthritis Hanly 3,"Rheumatoid Arthritis Hanly (2015) 1+ codes, in-patient",80809006,80809,literature,27790047,80809000,Rheumatoid arthritis
73553000,18793,Rheumatoid Arthritis Ng 1,[PL 80809007] Rheumatoid Arthritis Ng 1,Rheumatoid Arthritis Ng (2012) 2+ codes,80809007,80809,literature,22623324,80809000,Rheumatoid arthritis
73553000,18794,Rheumatoid Arthritis Ng 2,[PL 80809008] Rheumatoid Arthritis Ng 2,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one RA codes in a rheumatologist visit,80809008,80809,literature,22623324,80809000,Rheumatoid arthritis
73553000,18795,Rheumatoid Arthritis Ng 3,[PL 80809009] Rheumatoid Arthritis Ng 3,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one rheumatology visit and with the last rheumatologist visit with a RA code,80809009,80809,literature,22623324,80809000,Rheumatoid arthritis
73553000,18796,Rheumatoid Arthritis Ng 4,[PL 80809010] Rheumatoid Arthritis Ng 4,Rheumatoid Arthritis Ng (2012) 2+ codes with 180D+ DMARD therapy,80809010,80809,literature,22623324,80809000,Rheumatoid arthritis
73553000,18797,Rheumatoid Arthritis Ng 5,[PL 80809011] Rheumatoid Arthritis Ng 5,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one RA codes in a rheumatologist visit with 180D+ DMARD therapy,80809011,80809,literature,22623324,80809000,Rheumatoid arthritis
73553000,18798,Rheumatoid Arthritis Ng 6,[PL 80809012] Rheumatoid Arthritis Ng 6,Rheumatoid Arthritis Ng (2012) 2+ codes with at least one rheumatology visit and with the last rheumatologist visit with a RA codes with 180D+ DMARD therapy,80809012,80809,literature,22623324,80809000,Rheumatoid arthritis
73553000,18799,Rheumatoid Arthritis Widdifield 1,[PL 80809013] Rheumatoid Arthritis Widdifield 1,Rheumatoid Arthritis Widdifield (2014) 1+ codes,80809013,80809,literature,24956925,80809000,Rheumatoid arthritis
73553000,18800,Rheumatoid Arthritis Widdifield 2,[PL 80809014] Rheumatoid Arthritis Widdifield 2,"Rheumatoid Arthritis Widdifield (2014) 1+ codes, in-patient",80809014,80809,literature,24956925,80809000,Rheumatoid arthritis
73553000,18801,Rheumatoid Arthritis Widdifield 3,[PL 80809015] Rheumatoid Arthritis Widdifield 3,"Rheumatoid Arthritis Widdifield (2014) 1+ codes ever by a specialist (rheumatologist, internal medicine, orthopedic surgeon)",80809015,80809,literature,24956925,80809000,Rheumatoid arthritis
73553000,18802,Rheumatoid Arthritis Widdifield 4,[PL 80809016] Rheumatoid Arthritis Widdifield 4,Rheumatoid Arthritis Widdifield (2014) 2+ codes in 1 year,80809016,80809,literature,24956925,80809000,Rheumatoid arthritis
4043371000,17699,Ulcerative colitis referent incident cohort,[PL 81893001] Ulcerative colitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (81893) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",81893001,81893,referent,,81893000,Ulcerative colitis
4043371000,17698,Ulcerative colitis referent prevalent cohort,[PL 81893002] Ulcerative colitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (81893) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",81893002,81893,referent,,81893000,Ulcerative colitis
4043371000,10605,Ulcerative colitis at first diagnosis with no history of ulcerative colitis,[PL 81893003] Ulcerative colitis at first diagnosis with no history of ulcerative colitis,Ulcerative colitis at first diagnosis with 365 days continous observation and no history of ulcerative colitis observation. Cohort exist is the end of continous observable time for the person.,81893003,81893,,,81893000,Ulcerative colitis
4043371000,15982,"Ulcerative colitis at first diagnosis with a second diagnosis at any time in future, no history of code","[PL 81893004] Ulcerative colitis at first diagnosis with a second diagnosis at any time in future, no history of code",Ulcerative colitis at first diagnosis with 365 days continous observation and no history of ulcerative colitis observation with second occurrence at anytime after index date. Cohort exist is the end of continous observable time for the person.,81893004,81893,,,81893000,Ulcerative colitis
4043371000,18803,Ulcerative Colitis Ananthakrishnan 1,[PL 81893005] Ulcerative Colitis Ananthakrishnan 1,Ulcerative Colitis Ananthakrishnan (2013) 1+ codes,81893005,81893,literature,23567779,81893000,Ulcerative colitis
4043371000,18804,Ulcerative Colitis Ananthakrishnan 2,[PL 81893006] Ulcerative Colitis Ananthakrishnan 2,Ulcerative Colitis Ananthakrishnan (2013) 5+ codes,81893006,81893,literature,23567779,81893000,Ulcerative colitis
4043371000,18805,Ulcerative Colitis Ananthakrishnan 3,[PL 81893007] Ulcerative Colitis Ananthakrishnan 3,Ulcerative Colitis Ananthakrishnan (2013) 1+ codes + endoscopy,81893007,81893,literature,23567779,81893000,Ulcerative colitis
4043371000,18806,Ulcerative Colitis Ananthakrishnan 4,[PL 81893008] Ulcerative Colitis Ananthakrishnan 4,Ulcerative Colitis Ananthakrishnan (2013) 4+ codes out-patient or 2+ codes in-patient,81893008,81893,literature,23567779,81893000,Ulcerative colitis
4043371000,18807,Ulcerative Colitis Stepaniuk 1,[PL 81893009] Ulcerative Colitis Stepaniuk 1,Ulcerative Colitis Stepaniuk (2015) 1+ codes In-patient,81893009,81893,literature,25874650,81893000,Ulcerative colitis
4043371000,18808,Ulcerative Colitis Thirumurthi 1,[PL 81893010] Ulcerative Colitis Thirumurthi 1,Ulcerative Colitis Thirumurthi (2010) 1+ codes In-patient,81893010,81893,literature,20033847,81893000,Ulcerative colitis
81902000,17701,Urinary tract infectious disease referent incident cohort,[PL 81902001] Urinary tract infectious disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (81902) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",81902001,81902,referent,,81902000,Urinary tract infectious disease
81902000,17700,Urinary tract infectious disease referent prevalent cohort,[PL 81902002] Urinary tract infectious disease referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (81902) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",81902002,81902,referent,,81902000,Urinary tract infectious disease
73553000,17639,Psoriasis with arthropathy referent incident cohort,[PL 81931001] Psoriasis with arthropathy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (81931) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",81931001,81931,referent,,81931000,Psoriasis with arthropathy
73553000,17638,Psoriasis with arthropathy referent prevalent cohort,[PL 81931002] Psoriasis with arthropathy referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (81931) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",81931002,81931,referent,,81931000,Psoriasis with arthropathy
73553000,10607,"Psoriatic arthritis at first diagnosis from components (excluding dactylitis, mutilans)","[PL 81931003] Psoriatic arthritis at first diagnosis from components (excluding dactylitis, mutilans)",Psoriatic arthritis defined by code or components at first diagnosis with 365 days of continous observation. Cohort exist is the end of continous observable time for the person.,81931003,81931,,,81931000,Psoriasis with arthropathy
73553000,16918,Psoriatic arthritis,[PL 81931004] Psoriatic arthritis,Psoriatic arthritis at first diagnosis with 365 days of continous observation. Cohort exist is the end of continous observable time for the person.,81931004,81931,,,81931000,Psoriasis with arthropathy
73553000,17303,Psoriatic arthritis at first diagnosis from components,[PL 81931005] Psoriatic arthritis at first diagnosis from components,Psoriatic arthritis defined by code or components at first diagnosis with 365 days of continous observation. Cohort exist is the end of continous observable time for the person.,81931005,81931,,,81931000,Psoriasis with arthropathy
132702000,18641,Erythema multiforme referent incident cohort,[PL 132702001] Erythema multiforme referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (132702) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",132702001,132702,referent,,132702000,Erythema multiforme
132702000,18640,Erythema multiforme referent prevalent cohort,[PL 132702002] Erythema multiforme referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (132702) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",132702002,132702,referent,,132702000,Erythema multiforme
132702000,18998,Erythema multiforme or Stevens-Johnson syndrome design diagnostics 1 cohort,[PL 132702003] Erythema multiforme  incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,Erythema multiforme or Stevens-Johnson syndrome,132702003,132702,design diagnostics,,132702000,Erythema multiforme
132703000,17549,Lichen planus referent incident cohort,[PL 132703001] Lichen planus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (132703) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",132703001,132703,referent,,132703000,Lichen planus
132703000,17548,Lichen planus referent prevalent cohort,[PL 132703002] Lichen planus referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (132703) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",132703002,132703,referent,,132703000,Lichen planus
132703000,17062,Lichen Planus (LP) with second occurrence within 365 days,[PL 132703003] Lichen Planus (LP) with second occurrence within 365 days,Lichen Planus with second occurrence within 365 days after. Cohort exit is the end of continuous observable time for the person.,132703003,132703,,,132703000,Lichen planus
201965000,17673,Sepsis referent incident cohort,[PL 132797001] Sepsis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (132797) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",132797001,132797,referent,,132797000,Sepsis
201965000,17672,Sepsis referent prevalent cohort,[PL 132797002] Sepsis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (132797) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",132797002,132797,referent,,132797000,Sepsis
201965000,17728,"Sepsis during hospitalization, defined by condition occurrences of sepsis conceptset occurring between start and end of inpatient visit","[PL 132797003] Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit","Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",132797003,132797,,,132797000,Sepsis
4175485000,17591,Myelofibrosis referent incident cohort,[PL 133169001] Myelofibrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (133169) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",133169001,133169,referent,,133169000,Myelofibrosis
4175485000,17590,Myelofibrosis referent prevalent cohort,[PL 133169002] Myelofibrosis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (133169) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",133169002,133169,referent,,133169000,Myelofibrosis
133444000,18707,Thyroiditis referent incident cohort,[PL 133444001] Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (133444) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",133444001,133444,referent,,133444000,Thyroiditis
133444000,18706,Thyroiditis referent prevalent cohort,[PL 133444002] Thyroiditis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (133444) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",133444002,133444,referent,,133444000,Thyroiditis
43021226000,17413,Atopic dermatitis referent incident cohort,[PL 133834001] Atopic dermatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (133834) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",133834001,133834,referent,,133834000,Atopic dermatitis
43021226000,17412,Atopic dermatitis referent prevalent cohort,[PL 133834002] Atopic dermatitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (133834) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",133834002,133834,referent,,133834000,Atopic dermatitis
43021226000,12800,"Atopic dermatitis (with exclusions of flexural, besniers, neuroderamatitis from concept set) at first diagnosis","[PL 133834003] Atopic dermatitis (with exclusions of flexural, besniers, neuroderamatitis from concept set) at first diagnosis",Atopic dermatitis (has exclusions in concept set) at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,133834003,133834,,,133834000,Atopic dermatitis
43021226000,17143,Atopic dermatitis and Eczema at first diagnosis,[PL 133834005] Atopic dermatitis and Eczema at first diagnosis,Atopic dermatitis and Eczema at first diagnosis with 365 days continous observation. Cohort exist is the end of continuous observation time for the person.,133834005,133834,,,133834000,Atopic dermatitis
43021226000,18858,Atopic Dermatitis Hsu 1,[PL 133834006] Atopic Dermatitis Hsu 1,Atopic dermatitis Hsu (2017) 1+ codes,133834006,133834,literature,27997983,133834000,Atopic dermatitis
43021226000,18859,Atopic Dermatitis Hsu 2,[PL 133834007] Atopic Dermatitis Hsu 2,Atopic dermatitis Hsu (2017) 2+ codes,133834007,133834,literature,27997983,133834000,Atopic dermatitis
43021226000,18860,Atopic Dermatitis Hsu 3,[PL 133834008] Atopic Dermatitis Hsu 3,Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever and/or asthma,133834008,133834,literature,27997983,133834000,Atopic dermatitis
43021226000,18861,Atopic Dermatitis Hsu 4,[PL 133834009] Atopic Dermatitis Hsu 4,Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever or asthma and food allergy,133834009,133834,literature,27997983,133834000,Atopic dermatitis
43021226000,18862,Atopic Dermatitis Hsu 5,[PL 133834010] Atopic Dermatitis Hsu 5,Atopic dermatitis Hsu (2017) 1+ codes,133834010,133834,literature,27997983,133834000,Atopic dermatitis
43021226000,18863,Atopic Dermatitis Hsu 6,[PL 133834011] Atopic Dermatitis Hsu 6,Atopic dermatitis Hsu (2017) 2+ codes,133834011,133834,literature,27997983,133834000,Atopic dermatitis
43021226000,18864,Atopic Dermatitis Hsu 7,[PL 133834012] Atopic Dermatitis Hsu 7,Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever and/or asthma,133834012,133834,literature,27997983,133834000,Atopic dermatitis
43021226000,18865,Atopic Dermatitis Hsu 8,[PL 133834013] Atopic Dermatitis Hsu 8,"Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever, food allergy, and/or asthma",133834013,133834,literature,27997983,133834000,Atopic dermatitis
134442000,17681,Systemic sclerosis referent incident cohort,[PL 134442001] Systemic sclerosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (134442) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",134442001,134442,referent,,134442000,Systemic sclerosis
134442000,17680,Systemic sclerosis referent prevalent cohort,[PL 134442002] Systemic sclerosis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (134442) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",134442002,134442,referent,,134442000,Systemic sclerosis
134442000,11954,Localized Scleroderma or Morphea at first diagnosis,[PL 134442003] Localized Scleroderma or Morphea at first diagnosis,Scleroderma at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,134442003,134442,,,134442000,Systemic sclerosis
134442000,17170,Systemic sclerosis at first diagnosis,[PL 134442004] Systemic sclerosis at first diagnosis,Systemic sclerosis at first diagnosis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,134442004,134442,,,134442000,Systemic sclerosis
134442000,17171,Systemic sclerosis or or localized scleroderma at first diagnosis,[PL 134442005] Systemic sclerosis or or localized scleroderma at first diagnosis,Systemic sclerosis or Scleroderma at first diagnosis at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,134442005,134442,,,134442000,Systemic sclerosis
136774000,17627,Pityriasis rubra pilaris referent incident cohort,[PL 136774001] Pityriasis rubra pilaris referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (136774) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",136774001,136774,referent,,136774000,Pityriasis rubra pilaris
